open_uuid,open_test_uuid,time_utc,cat_technology,network_type,lat,long,loc_src,loc_accuracy,region,municipality,settlement,whitespot,zip_code,download_kbit,upload_kbit,ping_ms,lte_rsrp,server_name,test_duration,num_threads,platform,model,client_version,network_mcc_mnc,network_name,sim_mcc_mnc,nat_type,asn,ip_anonym,ndt_download_kbit,ndt_upload_kbit,implausible,signal_strength,speed_test_duration_ms,cell_id,lac,tags,test_type,additional_report_fields,tcp_open,tcp_total,udp_open,udp_total,packet_loss_down,packet_loss_up,peak_down_kbit,peak_up_kbit
Pd2d50ff5-24b0-43d7-a132-1bdcd058c734,Oe16d1f68-7b52-410b-a946-1a24725dafce,2020-09-01 00:18:07,LAN,LAN,,,,,,,,,,42917,8640,263.0,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,11664,186.13.0,,,false,,38611.61,,,{},FULL_TEST,,,,,,,,,
P3db43eb0-410e-4309-8314-0da44df0a04b,O2fb0717b-16e3-4dbe-953c-1f8e6b59815b,2020-09-01 00:18:08,LAN,LAN,,,,,,,,,,17918,2927,14.528,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,57294,31.132.16,,,false,,21308.751999999997,,,{},FULL_TEST,,,,,,,,,
P190d9f6d-350c-4d6f-bcf3-0737d4a319b2,Ob883c289-d6dd-4121-bc2e-4ac0ef7a0ed4,2020-09-01 00:18:09,LAN,LAN,,,,,,,,,,19738,1442,25.066,,CZ.NIC,5,3,,Turris,0.3,,,,,5610,2a00:1028:8d18::,,,true,,24931.729,,,{362},FULL_TEST,,,,,,,,,
P06f0e6c3-e7fc-4f92-a1d7-f49f86ed349b,O72082497-cc65-496f-b6b1-9e6ba9b0657f,2020-09-01 00:18:14,LAN,LAN,,,,,,,,,,57571,10983,20.133,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,3320,2003:e0:c71b::,,,false,,22104.634000000002,,,{},FULL_TEST,,,,,,,,,
Pb8fd7e19-f696-4ded-a12c-7d93c3f49296,O718b0a3f-15bb-48cb-8fa5-8d08b1802c90,2020-09-01 00:18:16,LAN,LAN,,,,,,,,,,42496,21596,10.6,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,202877,185.151.252,,,false,,21272.210000000003,,,{},FULL_TEST,,,,,,,,,
Pc625566e-8fa6-485c-8504-f81b64d81d0a,Ocb555c1b-8995-48a4-84b6-13228cc9b7da,2020-09-01 00:18:20,LAN,LAN,,,,,,,,,,454394,58771,15.353,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,6855,87.197.120,,,false,,27004.383,,,{},FULL_TEST,,,,,,,,,
Pa52ccac1-8d34-4c25-9d35-514e57404059,O5d37ba38-1a5a-4165-b853-db59fcd6c793,2020-09-01 00:18:21,LAN,LAN,,,,,,,,,,14567,14902,2.077999,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,50825,178.17.5,,,false,,29628.208000000002,,,{},FULL_TEST,,,,,,,,,
P51143863-9b20-4c68-a862-28b3e20f513b,O50ae1164-b1cf-4c54-af40-3b726a15f902,2020-09-01 00:18:29,LAN,LAN,,,,,,,,,,30599,4954,1.93,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16246,213.180.39,,,false,,21841.7,,,{},FULL_TEST,,,,,,,,,
P3b3079b5-015a-4d1b-94fe-1673ff154c73,O8a51898c-df9b-40f9-9099-e3ee60f5df19,2020-09-01 00:18:33,LAN,LAN,,,,,,,,,,299503,17739,15.054,,CZ.NIC,5,3,,Turris,0.3,,,,,16019,89.102.248,,,false,,37045.265999999996,,,{},FULL_TEST,,,,,,,,,
P3d1d86aa-2727-4790-9b4e-48ba39404081,Ofabf7898-3726-4fd1-bb3c-a343a5bff1bc,2020-09-01 00:18:34,LAN,LAN,,,,,,,,,,300102,20053,6.713999,,CZ.NIC,5,3,,Turris,0.3,,,,,16019,89.176.110,,,false,,31704.306,,,{},FULL_TEST,,,,,,,,,
P674e5c77-05ff-4294-b39f-de065fd22ede,Od7e51c46-1d71-439e-9709-1bc816088ea6,2020-09-01 00:18:34,LAN,LAN,,,,,,,,,,937004,97352,4.369,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,13036,78.80.156,,,false,,34234.563,,,{},FULL_TEST,,,,,,,,,
P8cfc068e-e08b-4b74-9c7d-e311818d05f5,Oc800271b-821a-4ed0-9863-0e6c996f9fa4,2020-09-01 00:18:34,LAN,LAN,,,,,,,,,,79175,775836,30.1,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,21211,213.159.56,,,false,,23292.145,,,{},FULL_TEST,,,,,,,,,
P404828d5-21c6-4b17-b971-d4fffd30b910,O90a1b9dc-eb71-48f0-b6ac-7ea18bd0dd8f,2020-09-01 00:18:41,LAN,LAN,,,,,,,,,,75174,9487,5.827,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5610,90.179.11,,,false,,21749.054,,,{},FULL_TEST,,,,,,,,,
Pd3d83762-8594-4e61-9a99-d000e01f95ee,O063f2a8d-4150-42eb-967f-720838bc7611,2020-09-01 00:18:43,LAN,LAN,,,,,,,,,,50850,4710,11.446,,CZ.NIC,5,3,,Turris,0.3,,,,,21430,80.250.28,,,false,,23547.425,,,{},FULL_TEST,,,,,,,,,
P40c01882-9975-40d9-8039-8fa31822b597,O3411afec-79fd-4381-8f19-7d1e58da933a,2020-09-01 00:18:46,LAN,LAN,,,,,,,,,,309046,34053,13.942,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,15962,178.143.50,,,false,,27448.827,,,{},FULL_TEST,,,,,,,,,
Pd9575aaa-8604-4f9d-8aa1-9002cc644fbb,O356d0f9a-600f-4bf1-a218-18372847c9ed,2020-09-01 00:18:51,LAN,LAN,,,,,,,,,,27080,4104,40.442,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,25255,77.117.146,,,false,,23826.296,,,{},FULL_TEST,,,,,,,,,
P8d7dd6e3-13ab-464c-a763-fce3dd7f8848,O767af2f0-cd79-4618-9c02-2de9b19b4ff6,2020-09-01 00:18:55,LAN,LAN,,,,,,,,,,20121,19190,348.453,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,9534,121.120.110,,,false,,42270.881,,,{},FULL_TEST,,,,,,,,,
P07c85bf8-8576-4190-8512-da29dbfdaf51,Oac1324aa-181a-43bb-b659-3363e9a8dc25,2020-09-01 00:18:56,LAN,LAN,,,,,,,,,,99646,92918,1.815,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,21430,77.78.66,,,false,,21629.100000000002,,,{},FULL_TEST,,,,,,,,,
P3055846a-994d-43dd-92be-ca50d3d1cbb3,O3b174f15-0cdd-4a66-85f4-57c1259b4ff6,2020-09-01 00:19:02,LAN,LAN,,,,,,,,,,109226,10973,20.8,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,3209,77.21.127,,,false,,23800.646,,,{},FULL_TEST,,,,,,,,,
P999a010f-8a82-4e64-9f78-ef4e1ebef114,O71a3c82c-d1cd-470e-bd1c-f46e2ebd95a3,2020-09-01 00:19:02,LAN,LAN,49.8433888,13.2227543,Browser,30.0,,,,,,29646,4949,24.009688,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,16019,46.135.36,,,false,,19339.387,,,{},FULL_TEST,,,,,,,,,
Pc9ba86cd-e301-421f-9227-75ccf07d953c,O82dd1f51-b6a0-44c6-9f27-bfe43425c86e,2020-09-01 00:19:02,LAN,LAN,,,,,,,,,,150004,9962,6.6,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,89.103.66,,,false,,24221.920000000002,,,{},FULL_TEST,,,,,,,,,
P460d71de-d3b0-428a-b8e6-5d0f8a98c707,O389f67ed-2ddd-4d30-a0d8-9e54b664c74a,2020-09-01 00:19:10,LAN,LAN,,,,,,,,,,40203,4657,13.622,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5610,90.177.34,,,false,,22009.801,,,{},FULL_TEST,,,,,,,,,
P21464461-4cb1-4ac6-829e-d88953c3896b,O087a1198-a37c-4d19-a8fe-a2b42c2721eb,2020-09-01 00:19:13,LAN,LAN,,,,,,,,,,28682,78265,,,CZ.NIC,5,3,,Turris,0.3,,,,,6939,2001:470:5bcc::,,,false,,17259.412999999997,,,{},FULL_TEST,,,,,,,,,
Pd1dd3be0-2573-4594-80cc-935085390d3e,O5a20e212-b9f6-4a43-8493-1d40f214ca8c,2020-09-01 00:19:13,LAN,LAN,,,,,,,,,,300174,29977,6.351,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,84.42.147,,,false,,24980.595,,,{},FULL_TEST,,,,,,,,,
Pe7aaef0c-2c90-4295-b449-04890bbf9f55,O9856dd44-ff07-430d-92e5-fd0071eec507,2020-09-01 00:19:23,LAN,LAN,,,,,,,,,,50064,2884,8.9,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,89.177.44,,,false,,25232.557,,,{},FULL_TEST,,,,,,,,,
P5d35baee-6867-404d-b0c7-6f8e697e49cc,O87a69d6c-dfee-48a8-a212-8060d8d1ec53,2020-09-01 00:19:28,LAN,LAN,,,,,,,,,,199313,184407,21.475,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,204274,85.184.181,,,false,,27096.639,,,{},FULL_TEST,,,,,,,,,
P70966b56-4f3f-4ca5-b7c9-4e8d25953a55,Oeda22441-4e45-4c24-baaa-f1102f2bbc69,2020-09-01 00:19:31,LAN,LAN,,,,,,,,,,74553,32149,9.226,,CZ.NIC,5,3,,Turris,0.3,,,,,29504,185.193.85,,,false,,22686.583,,,{},FULL_TEST,,,,,,,,,
Pf84eba30-5b73-4ede-bd14-e3abf89060f4,O5006905e-8b14-43d5-ae6f-e9a4170a732b,2020-09-01 00:19:33,LAN,LAN,,,,,,,,,,19967,3985,8.06,,CZ.NIC,5,3,,Turris,0.3,,,,,28851,213.19.123,,,false,,25532.141,,,{},FULL_TEST,,,,,,,,,
P9844d62c-9523-49a4-a7ba-0116ef0ac840,O887bc61f-3fe5-445b-861b-a65c50e85d45,2020-09-01 00:19:33,LAN,LAN,,,,,,,,,,102492,33612,19.493,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,3320,79.255.234,,,false,,22265.458,,,{},FULL_TEST,,,,,,,,,
P461bb12b-2d8b-4130-aba3-53021403564f,O3c4b1746-9a42-40b0-8cee-bed8c8643efb,2020-09-01 00:19:34,LAN,LAN,,,,,,,,,,303196,41123,,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5769,2607:fa48:6d5e::,,,false,,26035.595,,,{},FULL_TEST,,,,,,,,,
P0b4f0ba6-9bba-4be2-9caa-16dfd33289b2,O79b48843-7b4b-4f08-b489-023a8f62522a,2020-09-01 00:19:38,LAN,LAN,,,,,,,,,,31599,4892,34.22,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,6855,87.197.180,,,false,,23082.598,,,{},FULL_TEST,,,,,,,,,
P90c2c06e-9944-4e8e-8c90-3f660cd5e95b,Oeb1a021f-3971-43ed-8dcc-c07c1c0e2c89,2020-09-01 00:19:46,LAN,LAN,,,,,,,,,,300181,20015,6.606,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,78.45.44,,,false,,24925.073,,,{},FULL_TEST,,,,,,,,,
P46f7c295-f3f6-4f54-aab5-c032b231f97c,O00e61116-552f-4c85-8ee3-fa5cc76466dd,2020-09-01 00:19:52,LAN,LAN,,,,,,,,,,319088,20067,23.4,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,95.223.113,,,false,,26446.110999999997,,,{},FULL_TEST,,,,,,,,,
Pe76dd916-9939-4d7f-8fce-1b66bb9fee8e,Ob9fd1ab5-f059-49d1-9bb1-cab5875cccbe,2020-09-01 00:19:57,LAN,LAN,,,,,,,,,,93955,94047,3.81,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,198668,37.221.249,,,false,,22305.782,,,{},FULL_TEST,,,,,,,,,
Paf2f43d2-b924-4fcd-8c68-5ce58bda8f4c,O0007b12a-587c-447f-914e-867b1752601b,2020-09-01 00:19:58,LAN,LAN,,,,,,,,,,15078,5233,45.1,,CZ.NIC,5,3,,CZ.NIC Turris Mox Board,0.3,,,,,48072,92.245.144,,,false,,25593.87,,,{},FULL_TEST,,,,,,,,,
P2b2b1b74-3dfe-4271-a37f-6e53a539ac4c,O578eeb37-3867-4d76-a4ea-c63bf9ddd926,2020-09-01 00:20:10,LAN,LAN,,,,,,,,,,105262,52506,5.756,,CZ.NIC,5,3,,Turris,0.3,,,,,8251,81.201.61,,,false,,26177.08,,,{},FULL_TEST,,,,,,,,,
Pcef79aac-c687-442f-9c98-0268e20b07cc,O6b3127a7-ad43-4fea-96e5-8aa3fc4b14b1,2020-09-01 00:20:25,LAN,LAN,,,,,,,,,,50532,5451,171.008,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,7922,2001:558:6045::,,,false,,33053.735,,,{},FULL_TEST,,,,,,,,,
P999a010f-8a82-4e64-9f78-ef4e1ebef114,O1e87af3d-4346-4233-ac64-651be0ff9017,2020-09-01 00:20:32,LAN,LAN,49.8433888,13.2227543,Browser,30.0,,,,,,29640,4964,20.005087,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,16019,46.135.36,,,false,,19239.667,,,{},FULL_TEST,,,,,,,,,
P6aee05ad-f213-4bfa-b8bc-9d2fd8f8fd5f,Odaa9d28a-8ef1-494b-a04f-f5a27d3e1740,2020-09-01 00:20:37,LAN,LAN,,,,,,,,,,20548,1115,345.899,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,9534,121.120.110,,,false,,43868.048,,,{},FULL_TEST,,,,,,,,,
Pab798873-5bfe-4b56-8858-5e5f0c6ecba2,Oa2e3a4c2-b851-4783-b3f2-4e6d7c80cd1f,2020-09-01 00:20:39,LAN,LAN,,,,,,,,,,91911,94046,6.62,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,205400,185.219.167,,,false,,21874.855,,,{},FULL_TEST,,,,,,,,,
P896faa31-f1bb-445b-9bb3-dc640df7dd8e,O93c8c0d7-71e0-4714-aa31-22fbf75dcafa,2020-09-01 00:20:39,LAN,LAN,,,,,,,,,,15587,5158,26.169,,CZ.NIC,5,3,,Turris,0.3,,,,,13036,89.24.22,,,false,,22481.680999999997,,,{},FULL_TEST,,,,,,,,,
P8d5e00f4-a1e4-49ac-8e5b-5484c1ed5578,O66a0ea4f-b05d-42d3-9f19-3409caeea3a5,2020-09-01 00:21:01,LAN,LAN,,,,,,,,,,41587,4997,26.829,,CZ.NIC,5,3,,Turris,0.3,,,,,16019,46.135.45,,,false,,24532.342,,,{},FULL_TEST,,,,,,,,,
P723ab398-7205-4d7d-8d5d-bfaa354e81cb,O6d112c51-bc18-47b1-b638-43d99bbe5331,2020-09-01 00:21:20,LAN,LAN,,,,,,,,,,571384,848499,16.399999,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,42841,88.212.34,,,false,,31159.228,,,{},FULL_TEST,,,,,,,,,
P32e23eac-a794-48e0-95e2-2a8099582ee6,O4ec3dc96-0a3c-4e53-9895-855291c5e7cf,2020-09-01 00:21:21,LAN,LAN,,,,,,,,,,77208,28388,,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,6805,2a01:c23:880e::,,,false,,18319.255999999998,,,{},FULL_TEST,,,,,,,,,
P9f1148b8-ec3f-4e48-909a-5f2ce487e434,O867371de-3162-40c7-8645-c15a6775826b,2020-09-01 00:21:31,LAN,LAN,,,,,,,,,,50335,4653,10.899,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5610,2a00:1028:838c::,,,false,,21842.282,,,{},FULL_TEST,,,,,,,,,
P9e8b08c4-edba-4bad-826a-aa2c8cfaa301,O06975c26-46d5-4dd2-a461-167a35b62f5e,2020-09-01 00:21:44,LAN,LAN,,,,,,,,,,82178,9641,,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,13030,2a02:168:2000::,,,false,,16772.207000000002,,,{},FULL_TEST,,,,,,,,,
P0bbd7aa2-f337-49bc-9726-b4a3f67acd3b,Obe9c4c95-9037-46a0-8b38-5fa5fddde12d,2020-09-01 00:21:48,LAN,LAN,,,,,,,,,,27762,27775,9.872,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,201476,185.73.102,,,false,,20326.719,,,{},FULL_TEST,,,,,,,,,
P999a010f-8a82-4e64-9f78-ef4e1ebef114,O5571adb5-96c8-4f51-9953-65e32c0b142d,2020-09-01 00:22:01,LAN,LAN,49.8433888,13.2227543,Browser,30.0,,,,,,30206,4893,21.480583,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,16019,46.135.36,,,false,,20685.887000000002,,,{},FULL_TEST,,,,,,,,,
Pb38b0f3c-c4f7-4816-9b9b-1e63447f146c,Oecd1b7f0-414e-4494-ab8c-0e40996da123,2020-09-01 00:22:20,LAN,LAN,,,,,,,,,,204665,213700,54.7,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,3243,176.78.172,,,false,,27281.957,,,{},FULL_TEST,,,,,,,,,
P7c9790f3-29b2-449f-a606-6f9171acc97b,O63afe06c-82a0-408b-86bd-2912f91d13b6,2020-09-01 00:22:22,LAN,LAN,,,,,,,,,,267272,47982,46.055,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5466,86.42.179,,,false,,27820.326999999997,,,{},FULL_TEST,,,,,,,,,
P3afec93a-93d7-4e8a-b7ed-cea329aca5c2,O8989e612-acbf-4482-aabc-ff907e52cd34,2020-09-01 00:22:23,LAN,LAN,,,,,,,,,,203482,103227,6.536,,CZ.NIC,5,3,,Turris,0.3,,,,,52154,46.174.156,,,false,,27332.719999999998,,,{},FULL_TEST,,,,,,,,,
P44bba814-6757-4e0e-8613-f603952472ff,O35c3102d-f3bd-4338-8347-e718dd567d97,2020-09-01 00:22:29,LAN,LAN,,,,,,,,,,300144,20047,7.066,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,94.113.217,,,false,,27158.938,,,{},FULL_TEST,,,,,,,,,
P84345840-e076-41d8-962b-365e9d17e6ea,O831d4fed-3ed8-4639-b56f-5647ce939878,2020-09-01 00:22:32,LAN,LAN,,,,,,,,,,207317,424107,3.095,,CZ.NIC,5,3,,Turris,0.3,,,,,204165,185.112.167,,,false,,25173.133,,,{},FULL_TEST,,,,,,,,,
P29003c92-ef83-46e8-a8e8-2b1be1e0ce81,Ode920ab9-ad39-490e-a0de-feaa4fac9628,2020-09-01 00:22:32,LAN,LAN,,,,,,,,,,149911,10058,9.24,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,78.45.65,,,false,,24170.069000000003,,,{},FULL_TEST,,,,,,,,,
P8caa8234-ed82-4016-b103-8d262c56cd22,O47af237b-588b-4d3f-b827-7d5fe3ea08a9,2020-09-01 00:22:34,LAN,LAN,,,,,,,,,,286534,285618,1.15,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5588,193.85.202,,,false,,25022.023999999998,,,{},FULL_TEST,,,,,,,,,
P5bf94e3c-91ab-4de8-a549-d9c306cbec22,Ode72556a-701f-46ab-90b6-29c86712183f,2020-09-01 00:22:40,LAN,LAN,,,,,,,,,,100703,97910,4.446,,CZ.NIC,5,3,,Turris,0.3,,,,,29208,213.175.49,,,false,,25639.852000000003,,,{},FULL_TEST,,,,,,,,,
P66a932c7-aab9-46fd-ae91-202434afbb0b,Ocac8903f-52cc-453b-861f-4c9bceea73b9,2020-09-01 00:22:50,LAN,LAN,,,,,,,,,,29744,61900,,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,2516,240b:10:720::,,,false,,33406.16,,,{},FULL_TEST,,,,,,,,,
P50b26a2e-9a40-4a69-9c0d-f8f02ab3fcd6,O04997437-b6dd-4fea-b46c-7409c79c5eaf,2020-09-01 00:22:51,LAN,LAN,,,,,,,,,,73187,9193,,,CZ.NIC,5,3,,CZ.NIC Turris Mox Board,0.3,,,,,5610,2a00:1028:838a::,,,false,,19906.742000000002,,,{},FULL_TEST,,,,,,,,,
Pfe522da8-8a33-4943-a9a4-03c53496277a,O097600e0-4c1b-4610-81ff-69ef39124a6d,2020-09-01 00:22:52,LAN,LAN,,,,,,,,,,537873,448284,4.413,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,44489,2a02:768:3e04::,,,false,,28621.86,,,{},FULL_TEST,,,,,,,,,
Pc25cbad1-c639-4aa5-ace1-11151966a010,Occd9e840-a2ea-4a81-b65f-bfb20c082879,2020-09-01 00:22:56,LAN,LAN,,,,,,,,,,70576,42432,6.608,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,50825,2a03:c20:300::,,,false,,22756.02,,,{},FULL_TEST,,,,,,,,,
P1f011b93-f545-412d-839c-1986201e15e9,Ob7149f29-3837-43f6-974e-14b64e9d59bf,2020-09-01 00:23:02,LAN,LAN,,,,,,,,,,64913,65824,3.611,,CZ.NIC,5,3,,Turris,0.3,,,,,42477,81.25.21,,,false,,23866.359,,,{},FULL_TEST,,,,,,,,,
Pecdd8e0b-3632-4093-ac7b-cf84fcd0ed08,O740b217f-27c2-4430-acd1-c84bd184c4e8,2020-09-01 00:23:07,LAN,LAN,,,,,,,,,,58959,48483,4.332,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,31246,46.39.165,,,false,,21170.62,,,{},FULL_TEST,,,,,,,,,
Pac65087e-472e-4435-83a6-cb04a8805c98,Oe287c4bf-4388-4e80-8af3-a77c0f68eb98,2020-09-01 00:23:23,LAN,LAN,,,,,,,,,,49331,9992,2.964,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,48661,94.230.150,,,false,,21446.985,,,{},FULL_TEST,,,,,,,,,
P999a010f-8a82-4e64-9f78-ef4e1ebef114,O0bb50d89-c87e-44b9-ab7b-54bf4a617e37,2020-09-01 00:23:33,LAN,LAN,49.8433911,13.2227517,Browser,30.0,,,,,,29665,4964,20.015122,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,16019,46.135.36,,,false,,18713.042999999998,,,{},FULL_TEST,,,,,,,,,
P56aca3e4-1b4d-4b0b-9d27-4fbcb020339d,O424096f7-9999-4735-8ad7-739d6d3f5571,2020-09-01 00:23:33,LAN,LAN,,,,,,,,,,20108,1352,14.762,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5610,109.81.214,,,true,,27313.193,,,{362},FULL_TEST,,,,,,,,,
P27a68b37-0172-43e6-840f-07c623869aaf,O94cec516-4804-4c89-b95b-8a1882c16d74,2020-09-01 00:23:40,LAN,LAN,,,,,,,,,,195876,178890,2.268,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,30764,2a00:ca8:a1f::,,,false,,25646.912,,,{},FULL_TEST,,,,,,,,,
Pdae60d88-371f-4280-a122-8a4fe1673d9e,O9a7f59f1-858b-48db-a838-033826d2dd75,2020-09-01 00:23:42,LAN,LAN,,,,,,,,,,68894,6838,7.873,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16160,62.197.209,,,false,,23427.948,,,{},FULL_TEST,,,,,,,,,
P4f51c44c-c3f8-4cd2-9bdf-9b0f67379e09,O63435d63-1683-4857-b2c7-99fdfd005156,2020-09-01 00:23:44,LAN,LAN,,,,,,,,,,621710,70726,9.23,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,6855,78.98.220,,,false,,30874.482,,,{},FULL_TEST,,,,,,,,,
P7884bd41-bcbb-4249-9dc9-29508177bc46,Ob896e7dc-6ac2-4c79-8fbf-70a3113f54df,2020-09-01 00:23:51,LAN,LAN,,,,,,,,,,48650,9737,6.64,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,41779,185.211.110,,,false,,21407.804,,,{},FULL_TEST,,,,,,,,,
P0155a567-c45d-4cfb-adaa-1435ab3e763f,O69e290b8-84e5-4f15-a6c2-86407bff6dca,2020-09-01 00:23:53,LAN,LAN,,,,,,,,,,12235,1345,8.312999,,CZ.NIC,5,3,,Turris,0.3,,,,,13036,2001:1ae9:a5::,,,true,,24005.133,,,{362},FULL_TEST,,,,,,,,,
Pf11ea9b3-d269-4842-851a-cdffc646ba81,O2ddbacf9-d464-459d-94f8-0334265b97d1,2020-09-01 00:23:55,LAN,LAN,,,,,,,,,,22817,1957,11.846,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5610,88.103.89,,,false,,22656.385000000002,,,{},FULL_TEST,,,,,,,,,
P780e8847-a8d9-464a-af19-636cefbd554b,O84317659-0c12-49d9-b29b-ddf6ac40e9e1,2020-09-01 00:24:09,LAN,LAN,,,,,,,,,,593005,59642,7.443,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,6855,193.86.53,,,false,,31842.357,,,{},FULL_TEST,,,,,,,,,
Pdede60b5-72e5-494d-adbd-1d323e20ad76,O4a6a6e61-ba69-466e-9ca3-e6f8877c77c4,2020-09-01 00:24:12,LAN,LAN,,,,,,,,,,30168,11184,37.044,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,25255,178.112.220,,,false,,23274.902000000002,,,{},FULL_TEST,,,,,,,,,
Pe13ecd45-f290-4f29-b990-08bf810ec5c5,Od69944c6-85d7-473e-9ef4-6560d6a4dfa5,2020-09-01 00:24:12,LAN,LAN,,,,,,,,,,31653,17519,4.0,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,42000,185.160.20,,,false,,20667.409,,,{},FULL_TEST,,,,,,,,,
P32ce0a7b-cbfb-4f9d-a8bc-bd59f6f534c4,O05ae60eb-2d38-4c9e-887a-b90bd9840ee0,2020-09-01 00:24:17,LAN,LAN,,,,,,,,,,63170,89821,11.242,,CZ.NIC,5,3,,Turris,0.3,,,,,16019,77.48.22,,,false,,23664.0,,,{},FULL_TEST,,,,,,,,,
P7f904f9b-3dd1-45bb-92b3-5493ba5a8d27,Odbff1251-6ff7-4ab9-a6fa-7d44297e5085,2020-09-01 00:24:18,LAN,LAN,,,,,,,,,,797324,96906,2.61,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,35046,94.143.232,,,false,,31401.807999999997,,,{},FULL_TEST,,,,,,,,,
P3303930f-1b8b-46cc-a6a6-8d1c9021f592,O7fb87021-3a31-4ffa-8ad4-7ff780e11ee7,2020-09-01 00:24:19,LAN,LAN,,,,,,,,,,29385,9741,11.06,,CZ.NIC,5,3,,Turris,0.3,,,,,25424,77.92.204,,,false,,23344.045000000002,,,{},FULL_TEST,,,,,,,,,
Pa1d9408c-7b8b-4409-8d2b-4a5ec30229e6,O96f7c41d-c258-472f-b1d8-9339df98705a,2020-09-01 00:24:29,LAN,LAN,,,,,,,,,,60067,9262,,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,13036,2001:1ae9:364::,,,false,,18541.96,,,{},FULL_TEST,,,,,,,,,
Pbff413a7-dba2-4853-8352-2e72c9848f17,Od7d94180-10a1-4c91-a133-d7bab5437e3d,2020-09-01 00:24:31,LAN,LAN,,,,,,,,,,915094,919470,16.233,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,13030,2a02:168:2000::,,,false,,36440.792,,,{},FULL_TEST,,,,,,,,,
P20b01dfd-b4af-4fa9-b5cf-b61c5f2fc1d5,Obd0b1ec2-566d-4f81-a84b-cc68e08718c1,2020-09-01 00:24:34,LAN,LAN,,,,,,,,,,656608,133037,,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,204151,2a06:4000:42::,,,false,,28230.519999999997,,,{},FULL_TEST,,,,,,,,,
Pd79dc2cf-21f1-4fde-9b02-4c12913518c1,O03482057-2352-426d-8dde-369c5cd552ee,2020-09-01 00:24:41,LAN,LAN,,,,,,,,,,19592,9746,5.753,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,86.49.156,,,false,,20456.288,,,{},FULL_TEST,,,,,,,,,
